DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MÊS,ANO
2007-09-30,2007-10-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2379,R$/l,2.384,0.100999999999999,2.099,2.799,0.343,0.042,2.041,0.051,1.93,2.4047,0.025,9,2007
2007-10-07,2007-10-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,745,R$/l,2.513,0.142,2.229,3.119,0.289,0.057,2.224,0.055,2.12,2.4707,0.025,10,2007
2007-10-07,2007-10-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2385,R$/l,2.381,0.098,2.099,2.897,0.34,0.0409999999999999,2.041,0.05,1.93,2.4047,0.024,10,2007
2007-10-14,2007-10-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,743,R$/l,2.509,0.145,2.229,3.09,0.28,0.0579999999999999,2.229,0.056,2.1384,2.479,0.025,10,2007
2007-10-14,2007-10-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2396,R$/l,2.379,0.100999999999999,2.099,2.87,0.338,0.042,2.041,0.049,1.928,2.2498,0.024,10,2007
2007-10-21,2007-10-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,747,R$/l,2.512,0.142,2.24,2.99,0.283,0.057,2.229,0.056,2.126,2.479,0.025,10,2007
2007-10-21,2007-10-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2395,R$/l,2.376,0.100999999999999,2.099,2.699,0.336,0.043,2.04,0.047,1.93,2.233,0.023,10,2007
2007-10-28,2007-11-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,746,R$/l,2.517,0.14,2.23,3.09,0.285,0.0559999999999999,2.232,0.057,2.1302,2.4712,0.026,10,2007
2007-10-28,2007-11-03,SUDESTE,SAO PAULO,GASOLINA COMUM,2396,R$/l,2.38,0.100999999999999,2.129,2.897,0.341,0.042,2.039,0.048,1.92,2.2584,0.024,10,2007
2007-11-04,2007-11-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.514,0.143,2.24,3.119,0.285,0.057,2.229,0.057,2.1045,2.4115,0.026,11,2007
2007-11-04,2007-11-10,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.38,0.100999999999999,2.099,2.897,0.339,0.042,2.041,0.047,1.93,2.229,0.023,11,2007
2007-11-11,2007-11-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.51,0.143,2.249,3.09,0.276,0.057,2.234,0.057,2.1368,2.4345,0.026,11,2007
2007-11-11,2007-11-17,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.386,0.1,2.129,2.799,0.338,0.042,2.048,0.048,1.923,2.229,0.023,11,2007
2007-11-18,2007-11-24,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.519,0.141,2.25,3.119,0.278,0.0559999999999999,2.241,0.058,2.1307,2.4402,0.026,11,2007
2007-11-18,2007-11-24,SUDESTE,SAO PAULO,GASOLINA COMUM,2379,R$/l,2.392,0.099,2.099,2.899,0.332,0.0409999999999999,2.06,0.047,1.93,2.3941,0.023,11,2007
2007-11-25,2007-12-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.527,0.136,2.239,3.09,0.274,0.054,2.253,0.059,2.1368,2.4402,0.026,11,2007
2007-11-25,2007-12-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.393,0.098,2.099,2.799,0.323,0.0409999999999999,2.07,0.045,1.94,2.3137,0.022,11,2007
2007-12-02,2007-12-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.526,0.135,2.239,3.119,0.276,0.053,2.25,0.059,2.147,2.4421,0.026,12,2007
2007-12-02,2007-12-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.397,0.099,2.099,2.799,0.322,0.0409999999999999,2.075,0.047,1.94,2.424,0.023,12,2007
2007-12-09,2007-12-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.532,0.136999999999999,2.29,3.09,0.273,0.054,2.259,0.059,2.17,2.4421,0.026,12,2007
2007-12-09,2007-12-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.402,0.100999999999999,2.15,2.799,0.322,0.042,2.08,0.048,1.95,2.42,0.023,12,2007
2007-12-16,2007-12-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.541,0.134,2.29,3.119,0.274,0.053,2.267,0.06,2.049,2.4484,0.026,12,2007
2007-12-16,2007-12-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2384,R$/l,2.401,0.102,2.159,2.799,0.32,0.042,2.081,0.049,1.9,2.3988,0.024,12,2007
2007-12-23,2007-12-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.54,0.135,2.289,3.09,0.274,0.053,2.266,0.059,2.16,2.4484,0.026,12,2007
2007-12-23,2007-12-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.404,0.103,2.099,2.947,0.322,0.043,2.082,0.049,1.943,2.304,0.024,12,2007
2007-12-30,2008-01-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.536,0.136,2.239,3.119,0.278,0.054,2.258,0.059,2.16,2.4299,0.026,12,2007
2007-12-30,2008-01-05,SUDESTE,SAO PAULO,GASOLINA COMUM,2382,R$/l,2.403,0.102,2.099,2.779,0.321,0.042,2.082,0.046,1.943,2.304,0.022,12,2007
2008-01-06,2008-01-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.531,0.136999999999999,2.23,3.11,0.276,0.054,2.255,0.059,2.1376,2.434,0.026,1,2008
2008-01-06,2008-01-12,SUDESTE,SAO PAULO,GASOLINA COMUM,2382,R$/l,2.401,0.100999999999999,2.099,2.799,0.317,0.042,2.084,0.045,1.95,2.2828,0.022,1,2008
2008-01-13,2008-01-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.545,0.132,2.29,3.119,0.286,0.052,2.259,0.058,2.1571,2.4454,0.026,1,2008
2008-01-13,2008-01-19,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.398,0.102,2.099,2.799,0.313,0.043,2.085,0.043,1.95,2.2995,0.021,1,2008
2008-01-20,2008-01-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.543,0.134,2.29,3.111,0.284,0.053,2.259,0.059,2.156,2.4454,0.026,1,2008
2008-01-20,2008-01-26,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.401,0.100999999999999,2.09,2.947,0.32,0.042,2.081,0.042,1.95,2.2985,0.02,1,2008
2008-01-27,2008-02-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.533,0.138,2.239,3.119,0.279,0.054,2.254,0.06,2.129,2.45,0.027,1,2008
2008-01-27,2008-02-02,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.398,0.103,2.099,2.87,0.319,0.043,2.079,0.043,1.95,2.2985,0.021,1,2008
2008-02-03,2008-02-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.532,0.136999999999999,2.23,3.11,0.278,0.054,2.254,0.061,2.1549,2.45,0.027,2,2008
2008-02-03,2008-02-09,SUDESTE,SAO PAULO,GASOLINA COMUM,2384,R$/l,2.397,0.102,2.079,2.87,0.318,0.043,2.079,0.044,1.95,2.256,0.021,2,2008
2008-02-10,2008-02-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.543,0.132,2.29,3.119,0.286,0.052,2.257,0.059,2.1472,2.4809,0.026,2,2008
2008-02-10,2008-02-16,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.395,0.103,2.09,2.87,0.319,0.043,2.076,0.044,1.95,2.2884,0.021,2,2008
2008-02-17,2008-02-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.544,0.132,2.289,3.111,0.288,0.052,2.256,0.059,2.1268,2.4482,0.026,2,2008
2008-02-17,2008-02-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.394,0.099,2.09,2.779,0.32,0.0409999999999999,2.074,0.044,1.949,2.225,0.021,2,2008
2008-02-24,2008-03-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.53,0.136,2.239,3.119,0.282,0.054,2.248,0.062,2.1383,2.4439,0.028,2,2008
2008-02-24,2008-03-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2379,R$/l,2.396,0.100999999999999,2.099,2.799,0.325,0.042,2.071,0.045,1.949,2.2215,0.022,2,2008
2008-03-02,2008-03-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.54,0.131,2.239,3.11,0.291,0.052,2.249,0.059,2.1493,2.4482,0.026,3,2008
2008-03-02,2008-03-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2400,R$/l,2.395,0.102,2.09,2.799,0.324,0.043,2.071,0.044,1.92,2.2432,0.021,3,2008
2008-03-09,2008-03-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,748,R$/l,2.538,0.134,2.239,3.149,0.288,0.053,2.25,0.059,2.115,2.4754,0.026,3,2008
2008-03-09,2008-03-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.395,0.103,2.09,2.87,0.32,0.043,2.075,0.048,1.949,2.2426,0.023,3,2008
2008-03-16,2008-03-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.537,0.133,2.269,3.11,0.282,0.052,2.255,0.058,2.1329,2.4588,0.026,3,2008
2008-03-16,2008-03-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.396,0.0969999999999999,2.09,2.79,0.32,0.04,2.076,0.048,1.949,2.2964,0.023,3,2008
2008-03-23,2008-03-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.537,0.134,2.269,3.149,0.28,0.053,2.257,0.06,2.15,2.438,0.027,3,2008
2008-03-23,2008-03-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.398,0.098,2.099,2.699,0.32,0.0409999999999999,2.078,0.046,1.949,2.2365,0.022,3,2008
2008-03-30,2008-04-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.543,0.132,2.29,3.149,0.281,0.052,2.262,0.056,2.15,2.4589,0.025,3,2008
2008-03-30,2008-04-05,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.396,0.1,2.15,2.799,0.318,0.042,2.078,0.046,1.949,2.2847,0.022,3,2008
2008-04-06,2008-04-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.537,0.132,2.269,2.949,0.277,0.052,2.26,0.057,2.1473,2.4589,0.025,4,2008
2008-04-06,2008-04-12,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.399,0.098,2.099,2.87,0.321,0.0409999999999999,2.078,0.047,1.95,2.2847,0.023,4,2008
2008-04-13,2008-04-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.54,0.133,2.27,3.149,0.28,0.052,2.26,0.057,2.13,2.4774,0.025,4,2008
2008-04-13,2008-04-19,SUDESTE,SAO PAULO,GASOLINA COMUM,2393,R$/l,2.397,0.0969999999999999,2.099,2.99,0.317,0.04,2.08,0.046,1.95,2.2847,0.022,4,2008
2008-04-20,2008-04-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.544,0.128,2.29,2.949,0.284,0.05,2.26,0.056,2.1579,2.4359,0.025,4,2008
2008-04-20,2008-04-26,SUDESTE,SAO PAULO,GASOLINA COMUM,2389,R$/l,2.397,0.098,2.15,2.799,0.322,0.0409999999999999,2.075,0.046,1.9,2.2198,0.022,4,2008
2008-04-27,2008-05-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.549,0.129,2.299,3.149,0.285,0.051,2.264,0.055,2.1591,2.4359,0.024,4,2008
2008-04-27,2008-05-03,SUDESTE,SAO PAULO,GASOLINA COMUM,2420,R$/l,2.393,0.098,2.09,2.799,0.316,0.0409999999999999,2.077,0.047,1.95,2.29,0.023,4,2008
2008-05-04,2008-05-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.54,0.13,2.28,2.999,0.28,0.051,2.26,0.059,2.1383,2.4434,0.026,5,2008
2008-05-04,2008-05-10,SUDESTE,SAO PAULO,GASOLINA COMUM,2397,R$/l,2.399,0.0969999999999999,2.13,2.799,0.324,0.04,2.075,0.047,1.95,2.295,0.023,5,2008
2008-05-11,2008-05-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.54,0.133,2.29,3.19,0.282,0.052,2.258,0.059,2.17,2.486,0.026,5,2008
2008-05-11,2008-05-17,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.407,0.0969999999999999,2.09,2.99,0.328,0.04,2.079,0.045,1.84,2.3195,0.022,5,2008
2008-05-18,2008-05-24,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.554,0.125,2.28,2.949,0.288,0.049,2.266,0.056,2.1715,2.4328,0.025,5,2008
2008-05-18,2008-05-24,SUDESTE,SAO PAULO,GASOLINA COMUM,2396,R$/l,2.402,0.099,2.09,2.71,0.325,0.0409999999999999,2.077,0.045,1.845,2.2997,0.022,5,2008
2008-05-25,2008-05-31,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,743,R$/l,2.549,0.13,2.299,3.19,0.286,0.051,2.263,0.056,2.16,2.4681,0.025,5,2008
2008-05-25,2008-05-31,SUDESTE,SAO PAULO,GASOLINA COMUM,2387,R$/l,2.409,0.1,2.09,2.99,0.327,0.042,2.082,0.045,1.94,2.3195,0.022,5,2008
2008-06-01,2008-06-07,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.532,0.128,2.29,2.949,0.277,0.051,2.255,0.055,2.17,2.421,0.024,6,2008
2008-06-01,2008-06-07,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.396,0.098,2.099,2.799,0.321,0.0409999999999999,2.075,0.045,1.92,2.2997,0.022,6,2008
2008-06-08,2008-06-14,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.55,0.129,2.29,3.139,0.286,0.051,2.264,0.057,2.174,2.4746,0.025,6,2008
2008-06-08,2008-06-14,SUDESTE,SAO PAULO,GASOLINA COMUM,2383,R$/l,2.406,0.096,2.099,2.79,0.326,0.04,2.08,0.045,1.918,2.3195,0.022,6,2008
2008-06-15,2008-06-21,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,735,R$/l,2.543,0.123,2.29,2.949,0.283,0.048,2.26,0.054,2.1651,2.438,0.024,6,2008
2008-06-15,2008-06-21,SUDESTE,SAO PAULO,GASOLINA COMUM,2394,R$/l,2.395,0.1,2.09,2.799,0.321,0.042,2.074,0.045,1.9253,2.2438,0.022,6,2008
2008-06-22,2008-06-28,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,735,R$/l,2.553,0.127,2.27,3.139,0.29,0.05,2.263,0.056,2.1651,2.5113,0.025,6,2008
2008-06-22,2008-06-28,SUDESTE,SAO PAULO,GASOLINA COMUM,2396,R$/l,2.396,0.096,2.14,2.7,0.319,0.04,2.077,0.045,1.95,2.2429,0.022,6,2008
2008-06-29,2008-07-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.53,0.129,2.29,2.899,0.277,0.051,2.253,0.057,2.17,2.5113,0.025,6,2008
2008-06-29,2008-07-05,SUDESTE,SAO PAULO,GASOLINA COMUM,2398,R$/l,2.398,0.0969999999999999,2.149,2.799,0.323,0.04,2.075,0.045,1.937,2.2785,0.022,6,2008
2008-07-06,2008-07-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.55,0.128,2.29,3.139,0.291,0.05,2.259,0.058,2.1533,2.5113,0.026,7,2008
2008-07-06,2008-07-12,SUDESTE,SAO PAULO,GASOLINA COMUM,2388,R$/l,2.405,0.095,2.09,2.7,0.327,0.04,2.078,0.044,1.937,2.2674,0.021,7,2008
2008-07-13,2008-07-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.549,0.121,2.299,2.899,0.288,0.047,2.261,0.055,2.1651,2.442,0.024,7,2008
2008-07-13,2008-07-19,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.398,0.096,2.078,2.7,0.321,0.04,2.077,0.045,1.95,2.2422,0.022,7,2008
2008-07-20,2008-07-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.548,0.128,2.29,3.149,0.283,0.05,2.265,0.06,2.1651,2.49,0.026,7,2008
2008-07-20,2008-07-26,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.399,0.094,2.138,2.699,0.316,0.039,2.083,0.044,1.9,2.2422,0.021,7,2008
2008-07-27,2008-08-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.538,0.125,2.29,2.899,0.276,0.049,2.262,0.06,2.1662,2.4332,0.027,7,2008
2008-07-27,2008-08-02,SUDESTE,SAO PAULO,GASOLINA COMUM,2382,R$/l,2.402,0.094,2.113,2.799,0.316,0.039,2.086,0.046,1.9223,2.2868,0.022,7,2008
2008-08-03,2008-08-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.551,0.128,2.29,3.15,0.283,0.05,2.268,0.06,2.1533,2.4534,0.026,8,2008
2008-08-03,2008-08-09,SUDESTE,SAO PAULO,GASOLINA COMUM,2362,R$/l,2.409,0.093,2.14,2.799,0.319,0.039,2.09,0.044,1.95,2.299,0.021,8,2008
2008-08-10,2008-08-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,733,R$/l,2.549,0.121,2.29,2.899,0.281,0.047,2.268,0.06,2.1661,2.516,0.026,8,2008
2008-08-10,2008-08-16,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.405,0.093,2.16,2.799,0.315,0.039,2.09,0.047,1.95,2.2717,0.022,8,2008
2008-08-17,2008-08-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.548,0.126,2.27,3.16,0.277,0.049,2.271,0.058,2.1651,2.4808,0.026,8,2008
2008-08-17,2008-08-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2384,R$/l,2.405,0.093,2.099,2.799,0.315,0.039,2.09,0.045,1.95,2.2852,0.022,8,2008
2008-08-24,2008-08-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.546,0.12,2.29,2.899,0.28,0.047,2.266,0.059,2.1533,2.4808,0.026,8,2008
2008-08-24,2008-08-30,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.402,0.093,2.099,2.7,0.312,0.039,2.09,0.043,1.95,2.24,0.021,8,2008
2008-08-31,2008-09-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.556,0.126,2.299,3.16,0.286,0.049,2.27,0.058,2.1651,2.4808,0.026,8,2008
2008-08-31,2008-09-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2399,R$/l,2.399,0.094,2.099,2.99,0.311,0.039,2.088,0.044,1.949,2.2677,0.021,8,2008
2008-09-07,2008-09-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.554,0.118,2.29,2.899,0.285,0.046,2.269,0.056,2.1651,2.4808,0.025,9,2008
2008-09-07,2008-09-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.405,0.092,2.169,2.7,0.316,0.038,2.089,0.045,1.937,2.287,0.022,9,2008
2008-09-14,2008-09-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.551,0.126,2.29,3.189,0.284,0.049,2.267,0.058,2.14,2.4572,0.026,9,2008
2008-09-14,2008-09-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2393,R$/l,2.404,0.095,2.149,2.749,0.315,0.04,2.089,0.045,1.949,2.2595,0.022,9,2008
2008-09-21,2008-09-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.544,0.121,2.29,2.899,0.279,0.048,2.265,0.059,2.0499,2.4385,0.026,9,2008
2008-09-21,2008-09-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2395,R$/l,2.405,0.093,2.149,2.7,0.313,0.039,2.092,0.043,1.95,2.287,0.021,9,2008
2008-09-28,2008-10-04,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.556,0.127,2.29,3.189,0.283,0.05,2.273,0.06,2.1596,2.4572,0.026,9,2008
2008-09-28,2008-10-04,SUDESTE,SAO PAULO,GASOLINA COMUM,2389,R$/l,2.405,0.095,2.0,2.7,0.312,0.04,2.093,0.044,1.95,2.2751,0.021,9,2008
2008-10-05,2008-10-11,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.553,0.118,2.27,2.899,0.279,0.046,2.274,0.056,2.1283,2.4385,0.025,10,2008
2008-10-05,2008-10-11,SUDESTE,SAO PAULO,GASOLINA COMUM,2389,R$/l,2.408,0.0969999999999999,1.39,2.7,0.311,0.04,2.097,0.044,1.95,2.3341,0.021,10,2008
2008-10-12,2008-10-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.557,0.124,2.289,3.18,0.279,0.048,2.278,0.058,2.1533,2.433,0.025,10,2008
2008-10-12,2008-10-18,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.41,0.094,2.179,2.799,0.312,0.039,2.098,0.045,1.95,2.2754,0.021,10,2008
2008-10-19,2008-10-25,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,742,R$/l,2.555,0.115999999999999,2.29,2.899,0.274,0.045,2.281,0.058,2.16,2.445,0.025,10,2008
2008-10-19,2008-10-25,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.41,0.093,2.179,2.7,0.307,0.039,2.103,0.044,1.95,2.2754,0.021,10,2008
2008-10-26,2008-11-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,744,R$/l,2.558,0.125,2.29,3.189,0.274,0.049,2.284,0.06,2.16,2.4824,0.026,10,2008
2008-10-26,2008-11-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.413,0.093,2.159,2.7,0.311,0.039,2.102,0.044,1.95,2.2586,0.021,10,2008
2008-11-02,2008-11-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.559,0.115,2.29,2.899,0.278,0.045,2.281,0.057,2.1533,2.445,0.025,11,2008
2008-11-02,2008-11-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.41,0.092,2.159,2.7,0.308,0.038,2.102,0.045,1.95,2.304,0.021,11,2008
2008-11-09,2008-11-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.557,0.123,2.29,3.19,0.282,0.048,2.275,0.057,2.1533,2.4829,0.025,11,2008
2008-11-09,2008-11-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.412,0.092,2.189,2.799,0.309,0.038,2.103,0.045,1.95,2.329,0.021,11,2008
2008-11-16,2008-11-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.557,0.115999999999999,2.29,2.899,0.282,0.045,2.275,0.057,2.16,2.4552,0.025,11,2008
2008-11-16,2008-11-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2385,R$/l,2.411,0.093,2.18,2.71,0.308,0.039,2.103,0.044,1.9321,2.2623,0.021,11,2008
2008-11-23,2008-11-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.56,0.124,2.29,3.189,0.282,0.048,2.278,0.06,2.1401,2.4824,0.026,11,2008
2008-11-23,2008-11-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2385,R$/l,2.415,0.092,2.189,2.71,0.314,0.038,2.101,0.043,1.95,2.2583,0.02,11,2008
2008-11-30,2008-12-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.559,0.115999999999999,2.29,2.899,0.282,0.045,2.277,0.057,2.1533,2.4442,0.025,11,2008
2008-11-30,2008-12-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2389,R$/l,2.411,0.092,2.189,2.71,0.307,0.038,2.104,0.044,1.95,2.275,0.021,11,2008
2008-12-07,2008-12-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.558,0.123,2.29,3.19,0.281,0.048,2.277,0.056,2.1533,2.4799,0.025,12,2008
2008-12-07,2008-12-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2396,R$/l,2.416,0.093,2.189,2.799,0.312,0.038,2.104,0.045,1.95,2.2583,0.021,12,2008
2008-12-14,2008-12-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.559,0.114,2.299,2.899,0.281,0.045,2.278,0.058,2.16,2.4495,0.025,12,2008
2008-12-14,2008-12-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2392,R$/l,2.412,0.091,2.17,2.71,0.306,0.038,2.106,0.044,1.95,2.2745,0.021,12,2008
2008-12-21,2008-12-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,743,R$/l,2.565,0.122,2.29,3.19,0.286,0.048,2.279,0.06,2.1533,2.4745,0.026,12,2008
2008-12-21,2008-12-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2397,R$/l,2.411,0.092,2.17,2.71,0.311,0.038,2.1,0.047,1.95,2.3,0.022,12,2008
2008-12-28,2009-01-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.566,0.111999999999999,2.29,2.949,0.289,0.044,2.277,0.059,2.1533,2.5455,0.026,12,2008
2008-12-28,2009-01-03,SUDESTE,SAO PAULO,GASOLINA COMUM,2391,R$/l,2.409,0.092,2.189,2.71,0.302,0.038,2.107,0.044,1.95,2.285,0.021,12,2008
2009-01-04,2009-01-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.565,0.122,2.29,3.209,0.287,0.048,2.278,0.06,2.1541,2.4845,0.026,1,2009
2009-01-04,2009-01-10,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.413,0.091,2.17,2.799,0.308,0.038,2.105,0.045,1.95,2.2778,0.021,1,2009
2009-01-11,2009-01-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.561,0.111999999999999,2.29,2.899,0.28,0.044,2.281,0.061,2.1541,2.4583,0.027,1,2009
2009-01-11,2009-01-17,SUDESTE,SAO PAULO,GASOLINA COMUM,2393,R$/l,2.407,0.09,2.17,2.759,0.305,0.037,2.102,0.044,1.95,2.2492,0.021,1,2009
