DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MÊS,ANO
2012-04-22,2012-04-28,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.653,0.103,2.285,3.399,0.389,0.039,2.264,0.062,2.0237,2.5576,0.027,4,2012
2012-04-29,2012-05-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.858,0.126,2.599,3.69,0.37,0.044,2.488,0.074,2.335,2.7135,0.03,4,2012
2012-04-29,2012-05-05,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.636,0.103,2.249,2.899,0.38,0.039,2.256,0.063,2.0237,2.537,0.028,4,2012
2012-05-06,2012-05-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.856,0.129,2.599,3.69,0.376,0.045,2.48,0.085,2.3115,2.6617,0.034,5,2012
2012-05-06,2012-05-12,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.629,0.108,2.249,2.999,0.372,0.0409999999999999,2.257,0.065,2.0172,2.626,0.029,5,2012
2012-05-13,2012-05-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.852,0.13,2.559,3.69,0.38,0.046,2.472,0.087,2.3115,2.6649,0.035,5,2012
2012-05-13,2012-05-19,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.651,0.111999999999999,2.199,3.299,0.388,0.042,2.263,0.064,2,2.5495,0.028,5,2012
2012-05-20,2012-05-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.861,0.128,2.57,3.719,0.366,0.045,2.495,0.078,2.325,2.6395,0.031,5,2012
2012-05-20,2012-05-26,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.633,0.111,2.199,2.899,0.369,0.042,2.264,0.064,2.019,2.537,0.028,5,2012
2012-05-27,2012-06-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.856,0.128,2.599,3.719,0.366,0.045,2.49,0.083,2.32,2.7574,0.033,5,2012
2012-05-27,2012-06-02,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.645,0.106,2.199,2.999,0.385,0.04,2.26,0.064,2.019,2.516,0.028,5,2012
2012-06-03,2012-06-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.858,0.131,2.579,3.71,0.377,0.046,2.481,0.089,2.32,2.7967,0.036,6,2012
2012-06-03,2012-06-09,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.635,0.109,2.199,3.299,0.377,0.0409999999999999,2.258,0.066,2.0129,2.7554,0.029,6,2012
2012-06-10,2012-06-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.849,0.136,2.49,3.719,0.379,0.048,2.47,0.089,2.32,2.7574,0.036,6,2012
2012-06-10,2012-06-16,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.64,0.114,2.199,3.399,0.379,0.043,2.261,0.064,2.0129,2.529,0.028,6,2012
2012-06-17,2012-06-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.855,0.129,2.499,3.71,0.368,0.045,2.487,0.079,2.325,2.7425,0.032,6,2012
2012-06-17,2012-06-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.63,0.115999999999999,2.199,2.999,0.372,0.044,2.258,0.063,2.0124,2.53,0.028,6,2012
2012-06-24,2012-06-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.855,0.128,2.499,3.71,0.374,0.045,2.481,0.082,2.3113,2.7425,0.033,6,2012
2012-06-24,2012-06-30,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.637,0.114,2.199,3.299,0.384,0.043,2.253,0.064,2.0124,2.53,0.028,6,2012
2012-07-01,2012-07-07,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.851,0.133,2.57,3.71,0.369,0.047,2.482,0.079,2.33,2.7345,0.032,7,2012
2012-07-01,2012-07-07,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.624,0.109,2.199,2.899,0.373,0.042,2.251,0.064,2.0283,2.57,0.028,7,2012
2012-07-08,2012-07-14,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.848,0.134,2.559,3.71,0.375,0.047,2.473,0.083,2.335,2.7345,0.034,7,2012
2012-07-08,2012-07-14,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.636,0.11,2.199,2.999,0.376,0.042,2.26,0.063,2.02,2.696,0.028,7,2012
2012-07-15,2012-07-21,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.856,0.135,2.569,3.73,0.374,0.047,2.482,0.077,2.325,2.7031,0.031,7,2012
2012-07-15,2012-07-21,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.632,0.111,2.199,3.299,0.377,0.042,2.255,0.062,2.0283,2.517,0.027,7,2012
2012-07-22,2012-07-28,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.853,0.134,2.569,3.739,0.378,0.047,2.475,0.078,2.318,2.7031,0.032,7,2012
2012-07-22,2012-07-28,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.63,0.115,2.199,3.399,0.377,0.044,2.253,0.062,2.0283,2.517,0.028,7,2012
2012-07-29,2012-08-04,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.85,0.135,2.569,3.73,0.37,0.047,2.48,0.081,2.335,2.7231,0.033,7,2012
2012-07-29,2012-08-04,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.61,0.111999999999999,2.199,2.93,0.363,0.043,2.247,0.061,2.0283,2.602,0.027,7,2012
2012-08-05,2012-08-11,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.844,0.136,2.579,3.739,0.371,0.048,2.473,0.082,2.3082,2.7231,0.033,8,2012
2012-08-05,2012-08-11,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.628,0.114,2.249,3.299,0.376,0.043,2.252,0.06,2.0708,2.602,0.027,8,2012
2012-08-12,2012-08-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.857,0.133,2.569,3.739,0.369,0.047,2.488,0.077,2.2022,2.7231,0.031,8,2012
2012-08-12,2012-08-18,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.626,0.114,2.249,2.999,0.378,0.043,2.248,0.062,2,2.5795,0.028,8,2012
2012-08-19,2012-08-25,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.848,0.133,2.579,3.739,0.366,0.047,2.482,0.077,2.2022,2.7231,0.031,8,2012
2012-08-19,2012-08-25,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.62,0.111,2.249,2.999,0.372,0.042,2.248,0.061,2,2.471,0.027,8,2012
2012-08-26,2012-09-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.846,0.138,2.499,3.739,0.364,0.048,2.482,0.079,2.31,2.7325,0.032,8,2012
2012-08-26,2012-09-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.619,0.111999999999999,2.249,3.299,0.371,0.043,2.248,0.062,2,2.475,0.028,8,2012
2012-09-02,2012-09-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.845,0.136,2.579,3.739,0.372,0.048,2.473,0.085,2.33,2.8282,0.034,9,2012
2012-09-02,2012-09-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.625,0.119,2.249,3.399,0.375,0.045,2.25,0.063,2,2.485,0.028,9,2012
2012-09-09,2012-09-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.854,0.14,2.559,3.769,0.373,0.049,2.481,0.082,2.1391,2.7143,0.033,9,2012
2012-09-09,2012-09-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2379,R$/l,2.618,0.11,2.249,2.999,0.369,0.042,2.249,0.061,2.099,2.485,0.027,9,2012
2012-09-16,2012-09-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.857,0.134,2.579,3.769,0.376,0.047,2.481,0.082,2.1391,2.7143,0.033,9,2012
2012-09-16,2012-09-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.633,0.111,2.279,2.999,0.381,0.042,2.252,0.062,2.099,2.485,0.028,9,2012
2012-09-23,2012-09-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.851,0.131,2.569,3.769,0.369,0.046,2.482,0.084,2.1495,2.6711,0.034,9,2012
2012-09-23,2012-09-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.635,0.111999999999999,2.279,3.299,0.383,0.043,2.252,0.062,2.097,2.5953,0.028,9,2012
2012-09-30,2012-10-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.846,0.133,2.499,3.769,0.373,0.047,2.473,0.087,2.31,2.6711,0.035,9,2012
2012-09-30,2012-10-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.622,0.111,2.189,2.999,0.372,0.042,2.25,0.062,2.0154,2.5953,0.028,9,2012
2012-10-07,2012-10-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.857,0.135,2.569,3.799,0.366,0.047,2.491,0.079,2.315,2.6721,0.032,10,2012
2012-10-07,2012-10-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.624,0.11,2.189,2.899,0.374,0.042,2.25,0.064,2.013,2.471,0.028,10,2012
2012-10-14,2012-10-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.853,0.133,2.599,3.799,0.37,0.047,2.483,0.085,2.315,2.676,0.034,10,2012
2012-10-14,2012-10-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.634,0.115,2.189,3.399,0.389,0.044,2.245,0.065,2.013,2.5116,0.029,10,2012
2012-10-21,2012-10-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.855,0.136,2.559,3.799,0.376,0.048,2.479,0.083,2.24,2.6721,0.033,10,2012
2012-10-21,2012-10-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.624,0.109,2.249,2.999,0.379,0.042,2.245,0.065,1.9892,2.625,0.029,10,2012
2012-10-28,2012-11-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.848,0.136,2.579,3.799,0.383,0.048,2.465,0.085,2.31,2.6721,0.034,10,2012
2012-10-28,2012-11-03,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.635,0.109,2.249,3.299,0.387,0.0409999999999999,2.248,0.066,1.9892,2.625,0.029,10,2012
2012-11-04,2012-11-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.859,0.136,2.499,3.799,0.371,0.048,2.488,0.081,2.32,2.7598,0.033,11,2012
2012-11-04,2012-11-10,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.627,0.11,2.249,3.299,0.385,0.042,2.242,0.063,2.087,2.471,0.028,11,2012
2012-11-11,2012-11-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.853,0.133,2.57,3.799,0.368,0.047,2.485,0.081,2.31,2.7598,0.033,11,2012
2012-11-11,2012-11-17,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.622,0.109,2.249,2.999,0.38,0.042,2.242,0.062,2.0205,2.5144,0.028,11,2012
2012-11-18,2012-11-24,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.852,0.136,2.579,3.799,0.367,0.048,2.485,0.084,2.3,2.7598,0.034,11,2012
2012-11-18,2012-11-24,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.624,0.107,2.249,2.999,0.377,0.0409999999999999,2.247,0.065,2.0205,2.5784,0.029,11,2012
2012-11-25,2012-12-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.848,0.135,2.549,3.799,0.374,0.047,2.474,0.087,2.3,2.7598,0.035,11,2012
2012-11-25,2012-12-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2377,R$/l,2.635,0.111999999999999,2.229,3.399,0.382,0.043,2.253,0.065,2.1,2.5784,0.029,11,2012
2012-12-02,2012-12-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.859,0.135,2.549,3.799,0.365,0.047,2.494,0.079,2.31,2.6875,0.032,12,2012
2012-12-02,2012-12-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.637,0.106,2.279,2.999,0.382,0.04,2.255,0.063,2.1,2.508,0.028,12,2012
2012-12-09,2012-12-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.863,0.13,2.549,3.799,0.367,0.045,2.496,0.076,2.3,2.6875,0.03,12,2012
2012-12-09,2012-12-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.637,0.109,2.269,2.999,0.378,0.0409999999999999,2.259,0.065,2.1,2.509,0.029,12,2012
2012-12-16,2012-12-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,741,R$/l,2.875,0.114,2.549,3.599,0.359,0.04,2.516,0.061,2.32,2.6934,0.024,12,2012
2012-12-16,2012-12-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.638,0.109,2.269,3.299,0.378,0.0409999999999999,2.26,0.064,2.014,2.508,0.028,12,2012
2012-12-23,2012-12-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.877,0.115,2.549,3.799,0.357,0.04,2.52,0.058,2.335,2.7009,0.023,12,2012
2012-12-23,2012-12-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.639,0.108,2.269,2.999,0.376,0.0409999999999999,2.263,0.063,2.11,2.5222,0.028,12,2012
2012-12-30,2013-01-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.899,0.118,2.459,3.799,0.364,0.0409999999999999,2.535,0.054,2.2657,2.6959,0.021,12,2012
2012-12-30,2013-01-05,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.637,0.104,2.269,2.999,0.374,0.039,2.263,0.063,2.12,2.501,0.028,12,2012
2013-01-06,2013-01-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.892,0.115,2.549,3.799,0.358,0.04,2.534,0.047,2.35,2.6959,0.019,1,2013
2013-01-06,2013-01-12,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.656,0.111999999999999,2.269,3.399,0.388,0.042,2.268,0.062,2.102,2.5,0.027,1,2013
2013-01-13,2013-01-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.896,0.115999999999999,2.549,3.799,0.363,0.04,2.533,0.048,2.4257,2.6959,0.019,1,2013
2013-01-13,2013-01-19,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.629,0.108,2.269,2.999,0.368,0.0409999999999999,2.261,0.062,2.1179,2.6,0.027,1,2013
2013-01-20,2013-01-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.898,0.115,2.549,3.799,0.368,0.04,2.53,0.051,2.3914,2.6959,0.02,1,2013
2013-01-20,2013-01-26,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.647,0.108,2.269,2.999,0.378,0.0409999999999999,2.269,0.062,2.0803,2.55,0.027,1,2013
2013-01-27,2013-02-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.905,0.12,2.659,3.899,0.367,0.0409999999999999,2.538,0.05,2.4257,2.7261,0.02,1,2013
2013-01-27,2013-02-02,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.653,0.115,2.229,3.299,0.382,0.043,2.271,0.065,2.0803,2.5,0.029,1,2013
2013-02-03,2013-02-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.995,0.122,2.59,3.899,0.44,0.0409999999999999,2.555,0.063,2.3514,2.8161,0.025,2,2013
2013-02-03,2013-02-09,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.762,0.111,2.39,3.06,0.409,0.04,2.353,0.082,2.095,2.585,0.035,2,2013
2013-02-10,2013-02-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,3.006,0.119,2.769,3.899,0.4,0.04,2.606,0.063,2.36,2.762,0.024,2,2013
2013-02-10,2013-02-16,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.765,0.108,2.439,3.06,0.395,0.039,2.37,0.07,2.125,2.9653,0.03,2,2013
2013-02-17,2013-02-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,3.0,0.118,2.789,3.899,0.392,0.039,2.608,0.063,2.36,2.7671,0.024,2,2013
2013-02-17,2013-02-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.771,0.11,2.429,3.499,0.396,0.04,2.375,0.066,2.125,2.65,0.028,2,2013
2013-02-24,2013-03-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,734,R$/l,3.009,0.116999999999999,2.779,3.899,0.39,0.039,2.619,0.061,2.268,2.89,0.023,2,2013
2013-02-24,2013-03-02,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.771,0.105,2.439,2.999,0.389,0.038,2.382,0.062,2.125,2.585,0.026,2,2013
2013-03-03,2013-03-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,3.005,0.114,2.799,3.899,0.391,0.038,2.614,0.06,2.36,2.7671,0.023,3,2013
2013-03-03,2013-03-09,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.781,0.104,2.449,2.999,0.393,0.037,2.388,0.062,2.125,2.594,0.026,3,2013
2013-03-10,2013-03-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,735,R$/l,3.012,0.119,2.779,3.899,0.386,0.04,2.626,0.065,2.36,2.86,0.025,3,2013
2013-03-10,2013-03-16,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.775,0.109,2.469,3.399,0.389,0.039,2.386,0.062,2.207,2.6,0.026,3,2013
2013-03-17,2013-03-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.014,0.118,2.79,3.939,0.39,0.039,2.624,0.063,2.36,2.86,0.024,3,2013
2013-03-17,2013-03-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2373,R$/l,2.779,0.11,2.44,3.099,0.394,0.04,2.385,0.061,2.217,2.6,0.026,3,2013
2013-03-24,2013-03-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.016,0.119,2.74,3.939,0.38,0.039,2.636,0.058,2.36,2.809,0.022,3,2013
2013-03-24,2013-03-30,SUDESTE,SAO PAULO,GASOLINA COMUM,2367,R$/l,2.756,0.114,2.44,3.099,0.377,0.0409999999999999,2.379,0.061,2.15,2.6607,0.026,3,2013
2013-03-31,2013-04-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,3.017,0.118,2.74,3.939,0.393,0.039,2.624,0.063,2.36,2.809,0.024,3,2013
2013-03-31,2013-04-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.777,0.116999999999999,2.44,3.499,0.4,0.042,2.377,0.062,2.15,2.594,0.026,3,2013
2013-04-07,2013-04-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,731,R$/l,3.013,0.116999999999999,2.74,3.93,0.391,0.039,2.622,0.064,2.36,2.803,0.024,4,2013
2013-04-07,2013-04-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.754,0.11,2.399,3.099,0.384,0.04,2.37,0.063,2.15,2.594,0.027,4,2013
2013-04-14,2013-04-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,733,R$/l,3.012,0.115999999999999,2.74,3.93,0.394,0.039,2.618,0.065,2.36,2.8084,0.025,4,2013
2013-04-14,2013-04-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.775,0.108,2.41,3.199,0.398,0.039,2.377,0.062,2.15,2.6294,0.026,4,2013
2013-04-21,2013-04-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,3.013,0.116999999999999,2.799,3.929,0.387,0.039,2.626,0.061,2.36,2.8147,0.023,4,2013
2013-04-21,2013-04-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2367,R$/l,2.768,0.109,2.44,3.399,0.384,0.039,2.384,0.063,2.21,2.594,0.026,4,2013
2013-04-28,2013-05-04,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,3.019,0.113,2.799,3.929,0.4,0.037,2.619,0.069,2.36,2.8138,0.026,4,2013
2013-04-28,2013-05-04,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.768,0.109,2.399,3.099,0.388,0.039,2.38,0.064,2.21,2.594,0.027,4,2013
2013-05-05,2013-05-11,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,3.013,0.111999999999999,2.72,3.699,0.394,0.037,2.619,0.073,2.3519,2.8138,0.028,5,2013
2013-05-05,2013-05-11,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.758,0.109,2.399,3.099,0.401,0.04,2.357,0.064,2.1093,2.594,0.027,5,2013
2013-05-12,2013-05-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.005,0.114,2.72,3.699,0.395,0.038,2.61,0.075,2.23,2.8117,0.029,5,2013
2013-05-12,2013-05-18,SUDESTE,SAO PAULO,GASOLINA COMUM,2370,R$/l,2.766,0.111999999999999,2.38,3.399,0.42,0.04,2.346,0.063,2.1093,2.573,0.027,5,2013
2013-05-19,2013-05-25,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,3.008,0.114,2.72,3.699,0.386,0.038,2.622,0.067,2.36,2.8321,0.026,5,2013
2013-05-19,2013-05-25,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.739,0.115999999999999,2.369,3.399,0.405,0.042,2.334,0.061,2.1,2.564,0.026,5,2013
2013-05-26,2013-06-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.012,0.11,2.72,3.699,0.396,0.037,2.616,0.063,2.36,2.8321,0.024,5,2013
2013-05-26,2013-06-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.737,0.115999999999999,2.329,3.399,0.404,0.042,2.333,0.06,2.1,2.552,0.026,5,2013
2013-06-02,2013-06-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.005,0.116999999999999,2.72,3.699,0.407,0.039,2.598,0.079,2.18,2.8482,0.03,6,2013
2013-06-02,2013-06-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.728,0.116999999999999,2.349,3.099,0.403,0.043,2.325,0.059,2.15,2.552,0.025,6,2013
2013-06-09,2013-06-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,3.001,0.118,2.72,3.699,0.404,0.039,2.597,0.077,2.18,2.8482,0.03,6,2013
2013-06-09,2013-06-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.74,0.115999999999999,2.329,3.399,0.418,0.042,2.322,0.058,2.15,2.549,0.025,6,2013
2013-06-16,2013-06-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,735,R$/l,3.003,0.116999999999999,2.73,3.699,0.392,0.039,2.611,0.066,2.4779,2.7997,0.025,6,2013
2013-06-16,2013-06-22,SUDESTE,SAO PAULO,GASOLINA COMUM,2368,R$/l,2.719,0.115,2.329,3.099,0.4,0.042,2.319,0.061,2.1519,2.6361,0.026,6,2013
2013-06-23,2013-06-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,3.008,0.115999999999999,2.73,3.699,0.402,0.039,2.606,0.068,2.3458,2.7997,0.026,6,2013
2013-06-23,2013-06-29,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.717,0.116999999999999,2.309,3.099,0.403,0.043,2.314,0.064,2.1199,2.537,0.028,6,2013
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.999,0.121,2.73,3.699,0.395,0.04,2.604,0.07,2.4779,2.8197,0.027,6,2013
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2368,R$/l,2.722,0.122,2.309,3.399,0.408,0.045,2.314,0.065,2.13,2.567,0.028,6,2013
2013-07-07,2013-07-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.995,0.12,2.73,3.699,0.4,0.04,2.595,0.072,2.4779,2.8074,0.028,7,2013
2013-07-07,2013-07-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.709,0.113,2.35,3.099,0.392,0.042,2.317,0.065,2.1184,2.567,0.028,7,2013
2013-07-14,2013-07-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.997,0.119,2.73,3.699,0.39,0.04,2.607,0.067,2.4857,2.8023,0.026,7,2013
2013-07-14,2013-07-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2371,R$/l,2.716,0.114,2.388,3.099,0.394,0.042,2.322,0.064,2.097,2.584,0.028,7,2013
2013-07-21,2013-07-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.996,0.118,2.659,3.699,0.399,0.039,2.597,0.063,2.48,2.786,0.024,7,2013
2013-07-21,2013-07-27,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.721,0.12,2.35,3.099,0.403,0.044,2.318,0.066,2.097,2.537,0.028,7,2013
2013-07-28,2013-08-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.997,0.124,2.659,3.699,0.405,0.0409999999999999,2.592,0.066,2.416,2.7648,0.025,7,2013
2013-07-28,2013-08-03,SUDESTE,SAO PAULO,GASOLINA COMUM,2368,R$/l,2.707,0.124,2.33,3.399,0.397,0.046,2.31,0.069,2.0816,2.5652,0.03,7,2013
2013-08-04,2013-08-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.992,0.124,2.659,3.699,0.402,0.0409999999999999,2.59,0.066,2.3506,2.7648,0.025,8,2013
2013-08-04,2013-08-10,SUDESTE,SAO PAULO,GASOLINA COMUM,2369,R$/l,2.701,0.12,2.379,2.999,0.397,0.044,2.304,0.068,2.0816,2.5652,0.03,8,2013
